BUILDINGID,gfa,height,x,y
"1108220605",9268.646,23.000,837545.683,822948.985
"1108220214",41350.992,107.600,838842.139,823242.941
"1108220244",40832.015,107.800,839045.298,823228.770
"1108220227",27830.723,75.100,838780.867,823234.402
"1108220526",1557.590,20.600,838504.639,823017.563
"1108220611",51757.872,98.300,838729.650,822933.945
"1108220624",1622.396,16.200,837315.399,822943.778
"1108220627",538.562,22.000,838459.566,822948.489
"1108220084",8193.708,21.600,838026.386,823377.967
"1108220127",46604.412,107.900,839014.412,823341.354
"1108220076",274.853,5.900,839101.454,823397.281
"1108220108",132.048,6.300,838326.318,823373.940
"1108220119",58671.025,107.800,839090.919,823342.192
"1108220070",2057.121,19.500,838012.846,823408.487
"1108220139",6711.240,13.100,838582.769,823311.883
"1108220074",20702.024,96.600,838528.476,823398.305
"1108220115",59698.688,113.000,838937.713,823346.773
"1108220217",10334.574,13.700,838943.562,823236.989
"1108220446",9902.960,14.500,838549.052,823068.139
"1108220382",12430.933,20.200,838289.544,823119.858
"1108220459",6703.398,14.800,838186.295,823046.251
"1108220462",51288.238,97.900,837963.670,823042.751
"1108220402",2792.115,24.400,838487.861,823114.880
"1108220237",39618.993,107.700,838991.532,823232.566
"1108220222",39737.711,107.500,838896.084,823239.182
"1108220261",42325.083,107.700,838504.387,823220.006
"1108220417",3080.119,13.100,838390.452,823089.820
"1108220465",307.911,8.100,838758.540,823064.239
"1108220419",2280.147,24.500,838793.609,823096.898
"1108220445",3897.723,17.600,838283.552,823078.406
"1108220440",15509.443,87.700,837465.689,823083.066
"1108220404",3167.294,68.000,838794.467,823114.934
"1108220449",92.335,4.400,838319.267,823081.531
"1108220431",503.889,22.900,838815.154,823100.969
"1108220384",43859.095,108.200,838551.882,823119.264
"1108220383",120.159,4.500,838344.906,823138.405
"1108220461",51593.932,97.700,838046.684,823044.058
"1108219888",303.955,7.000,838619.279,823812.514
"1108219885",1236.061,14.300,838630.437,823828.709
"1108220390",6050.830,24.200,838472.181,823128.030
"1108220397",527.045,19.700,838696.131,823122.973
"1108220434",148.242,5.200,838370.172,823086.568
"1108220450",23874.968,102.700,838154.538,823064.830
"1108220447",481.782,22.200,838813.918,823085.058
"1108220385",51343.563,98.200,838110.446,823108.105
"1108220399",1229.000,8.400,838452.384,823107.134
"1108220436",826.895,21.900,838814.687,823093.033
"1108220544",3192.661,27.500,838591.236,823009.358
"1108220482",8138.532,18.000,838287.298,823051.135
"1108220521",11278.836,32.100,839379.618,822984.804
"1108220567",11898.809,66.400,837494.139,822988.849
"1108220055",59611.132,113.200,838912.943,823419.703
"1108220015",60148.266,113.600,838876.752,823504.735
"1108220067",1786.431,13.900,838855.607,823413.782
"1108220005",25163.083,115.000,838604.870,823541.039
"1108220000",25157.498,115.200,838524.386,823558.485
"1108219986",25143.958,115.300,838619.401,823582.232
"1108220062",48598.564,112.900,839060.550,823411.034
"1108220068",7899.912,19.500,838616.135,823387.912
"1108220044",20705.740,97.600,838558.228,823457.568
"1108220039",20698.263,96.800,838495.419,823464.077
"1108220063",20698.265,97.200,838457.043,823417.380
"1108220045",520.593,7.200,838857.773,823464.217
"1108219994",444.595,6.600,838495.235,823573.670
"1108220558",1499.828,11.900,838276.660,822990.378
"1108220522",17095.534,29.900,838365.703,823013.933
"1108220555",50609.309,97.900,838171.774,822971.988
"1108220559",52362.346,98.700,838088.932,822970.176
"1108220564",51832.124,97.900,837922.307,822968.358
"1108221159",48045.823,112.600,837826.151,822660.015
"1108221193",24498.108,26.600,837330.821,822643.107
"1108221233",2625.126,16.700,837963.316,822637.319
"1108221191",19382.045,15.600,837233.802,822649.761
"1108221208",413.543,9.400,837980.395,822655.492
"1108221234",155.361,9.200,838014.862,822646.790
"1108221285",346.904,29.400,838292.513,822625.685
"1108220347",12870.376,21.300,839117.901,823154.391
"1108221297",62888.366,112.900,837764.898,822603.461
"1108221336",229.355,5.400,837710.759,822599.805
"1108221296",94.953,4.500,838216.327,822622.740
"1108221318",687.002,11.800,838032.477,822607.528
"1108221325",104.153,8.300,838226.661,822609.858
"1108221344",123.854,6.000,838220.408,822598.776
"1108221298",48243.264,113.000,837826.125,822602.925
"1108221329",121.104,9.200,837936.297,822608.032
"1108221315",432.065,8.600,837924.703,822611.504
"1810082903",12743.777,99.100,838306.150,822330.598
"1810082904",13287.541,99.100,838330.471,822332.114
"1810082910",10446.743,99.000,838371.527,822399.329
"1810082911",11364.726,99.000,838417.777,822397.555
"1810082921",10146.156,99.000,838323.758,822410.595
"1810082922",9684.544,99.000,838325.914,822396.369
"1810082923",9099.232,99.000,838369.824,822413.332
"1810082924",10683.817,99.000,838417.080,822411.946
"1108220695",88.439,4.800,839185.129,822887.160
"1108220760",340.824,22.700,838320.994,822849.162
"1108220762",335.871,22.000,838367.217,822848.983
"1108220768",309.413,21.300,838270.581,822848.966
"1108220697",260.673,9.800,839032.701,822884.713
"1108220718",2983.973,24.000,838848.260,822870.402
"1108220765",335.868,22.600,838381.034,822848.927
"1108220766",332.982,22.100,838330.206,822848.956
"1108220750",347.639,21.600,838339.539,822849.448
"1108220761",327.545,22.700,838325.580,822849.140
"1108220729",119.664,4.900,837077.180,822861.387
"1108220727",253.453,16.000,837543.333,822866.368
"1108220753",576.790,20.800,838387.905,822849.848
"1108220756",295.732,20.000,838242.814,822849.429
"1108220713",18970.700,74.300,838067.515,822867.937
"1108220754",6761.964,24.000,837594.690,822845.089
"1108220706",150.607,6.600,838534.443,822882.681
"1108220712",263.532,11.400,837543.278,822876.206
"1108220680",1219.189,25.800,838247.246,822894.466
"1108220676",478.562,21.700,838430.471,822899.118
"1108220758",306.516,20.600,838302.705,822849.254
"1108220764",326.830,22.300,838376.426,822848.978
"1108220691",4539.412,23.700,838230.623,822876.343
"1108220682",3533.936,26.800,838285.210,822893.487
"1108220755",249.360,19.800,838238.291,822850.035
"1108220683",15422.672,22.500,838314.494,822875.937
"1108220721",33394.052,50.700,837797.878,822860.545
"1108220726",16318.519,26.800,837983.605,822839.751
"1108220759",280.942,20.600,838307.374,822849.229
"1108220767",314.336,23.600,838265.956,822848.971
"1108220821",12820.597,60.100,837301.898,822814.610
"1108220785",279.189,21.000,838311.908,822848.349
"1108220822",464.446,22.400,838412.522,822832.095
"1108220836",616.087,26.900,838374.318,822824.214
"1108220780",298.594,21.500,838348.535,822848.576
"1108220772",261.769,20.500,838284.215,822848.857
"1108220827",490.442,24.100,838255.600,822826.408
"1108220812",637.025,23.900,837615.168,822835.068
"1108220779",302.702,21.200,838343.969,822848.593
"1108220778",258.389,20.800,838261.305,822848.810
"1108220838",1297.838,27.600,838387.135,822823.845
"1108220826",568.707,24.200,838249.798,822825.440
"1108220782",306.343,23.400,838357.654,822848.549
"1108220837",673.784,27.200,838379.395,822824.242
"1108220853",252.701,5.400,839504.182,822806.199
"1108220816",838.958,10.500,838178.722,822828.055
"1108220776",287.889,22.400,838252.199,822848.829
"1108220844",312.118,20.200,838452.586,822827.094
"1108220793",967.220,23.100,838412.432,822841.681
"1108220896",561.845,26.200,838314.014,822804.588
"1108220956",1072.099,22.700,838413.056,822770.223
"1108220935",712.218,22.500,838413.036,822788.369
"1108220831",572.338,26.200,838346.999,822824.986
"1108220951",486.391,22.300,838453.818,822778.120
"1108220947",129.917,6.600,838177.913,822779.149
"1108220887",419.644,21.700,838285.158,822805.049
"1108220964",875.756,22.200,838240.687,822766.411
"1108220889",430.527,21.900,838289.683,822805.093
"1108220877",435.857,20.500,838347.242,822804.840
"1108220769",297.772,23.300,838275.092,822848.899
"1108220857",451.627,22.500,838412.374,822819.630
"1108220794",22762.983,71.100,838469.309,822806.768
"1108220829",487.746,23.300,838266.495,822825.435
"1108220777",253.219,20.700,838256.700,822848.848
"1108220789",35087.342,53.200,837897.377,822832.901
"1108220775",309.695,22.600,838247.590,822848.919
"1108220786",232.012,19.900,838316.426,822848.332
"1108220839",12288.046,19.200,838781.258,822806.630
"1108220833",599.163,26.300,838357.972,822824.432
"1108220835",609.977,26.600,838368.822,822824.339
"1108220868",446.969,20.000,838429.212,822815.745
"1108220796",12162.900,59.800,837344.597,822827.391
"1108220888",541.024,23.700,838244.269,822805.138
"1108220966",2297.115,21.200,838292.260,822767.793
"1108220905",510.231,22.100,838411.796,822804.501
"1108220890",435.179,22.100,838294.292,822805.015
"1108220886",439.518,21.800,838280.585,822805.101
"1108220946",505.154,22.500,838412.298,822780.913
"1108220957",391.360,19.600,838493.083,822772.747
"1108220910",371.348,19.200,838453.676,822803.078
"1108220884",455.902,23.800,838238.788,822805.700
"1108220901",404.403,22.600,838298.971,822804.461
"1108220876",604.063,23.500,838250.048,822806.112
"1108220897",550.509,25.700,838319.529,822804.506
"1108220883",421.250,22.100,838271.474,822805.137
"1108220885",425.488,21.900,838275.981,822805.126
"1108220900",459.174,21.800,838330.752,822804.167
"1108220881",470.240,22.100,838255.427,822804.830
"1108220895",428.655,25.600,838309.043,822804.036
"1108220894",422.808,19.700,838261.006,822804.904
"1108220869",475.296,22.000,838453.980,822814.830
"1108220920",548.802,22.900,838411.771,822796.629
"1108220949",721.057,4.800,837537.905,822763.771
"1108220893",493.979,22.300,838266.492,822804.893
"1108220899",393.852,20.600,838336.134,822804.144
"1108220878",5171.946,27.800,838371.691,822804.965
"1108220909",19516.037,81.200,838513.279,822785.858
"1108220924",369.363,19.900,838452.833,822796.585
"1108220882",423.603,20.100,838453.997,822808.982
"1108220892",395.558,20.300,838341.756,822804.173
"1108220942",776.066,22.600,838493.359,822782.721
"1108221053",5697.219,31.400,838254.502,822720.934
"1108221010",751.862,17.500,838412.588,822740.231
"1108221056",493.473,17.500,838410.258,822720.076
"1108220969",14435.591,28.900,838366.219,822758.008
"1108221025",1112.329,24.800,838470.601,822733.217
"1108220979",11066.822,77.300,838508.214,822753.926
"1810074379",6942.655,19.400,837978.080,821435.013
"1810074385",401.195,6.400,838005.413,821409.106
"1810074396",29809.944,105.000,838020.157,821450.097
"1810074404",26225.513,94.200,838052.534,821488.692
"1108220834",646.428,26.300,838363.562,822824.229
"1108220781",296.345,23.200,838353.061,822848.554
"1108220832",497.377,26.600,838353.262,822824.905
"1108220854",452.607,18.800,838429.159,822821.850
"1108220856",484.612,21.800,838454.081,822821.111
"1108220784",3809.883,16.700,838519.518,822827.821
"1108220771",310.171,23.200,838279.619,822848.879
"1108220848",463.316,22.200,838412.426,822825.765
"1108220976",328.357,19.600,838491.754,822766.567
"1108221033",1026.019,21.700,838487.688,822729.175
"1108221040",949.054,23.800,838503.489,822729.333
"1108220974",97.329,3.600,836969.407,822761.737
"1108221031",1039.653,13.200,837581.405,822731.091
"1108221015",1001.943,24.400,838452.361,822737.399
"1108221028",893.645,22.800,838479.141,822731.155
"1108221003",75.616,5.800,837561.484,822748.696
"1108221060",386.541,17.600,838441.271,822718.034
"1108220995",838.863,23.300,838241.411,822748.266
"1108221021",1226.663,24.800,838461.207,822734.687
"1108221059",416.949,22.600,838502.773,822722.731
"1108220980",396.889,18.700,838454.163,822766.181
"1108221105",686.171,19.800,838239.055,822701.672
"1108221112",478.313,21.900,838319.606,822703.314
"1108221073",656.929,10.800,837581.856,822714.625
"1108221154",9738.652,29.700,837737.593,822658.186
"1108221110",354.213,19.300,838306.810,822702.049
"1108221085",516.739,21.900,838485.527,822708.380
"1108221137",434.943,6.300,837795.631,822687.553
"1108221117",2467.242,22.400,838274.456,822700.685
"1108221121",352.974,21.800,838326.186,822702.741
"1108221113",407.075,20.100,838333.493,822704.812
"1108221160",48625.442,113.200,837887.118,822659.943
"1108220641",22489.262,39.500,839380.126,822890.475
"1108221534",119.689,11.200,837940.122,822525.203
"1108221502",29969.820,75.000,837300.753,822522.418
"1108221559",5486.921,9.500,837617.498,822475.262
"1810035283",806.015,7.100,839257.410,822861.599
"1108221654",12450.698,26.500,838441.116,822455.044
"1108221631",16628.386,61.400,837495.706,822475.552
"1108221636",1877.176,9.600,837340.269,822452.430
"1108221532",94.848,11.700,837954.153,822525.374
"1108221511",272.969,9.900,839553.787,822529.376
"1108221523",147.214,9.600,838159.288,822530.224
"1108221619",29995.311,75.100,837220.201,822479.601
"1108221623",18839.001,69.200,837908.125,822475.447
"1108221580",113.689,6.700,837696.482,822498.126
"1108221624",14704.851,56.600,837388.001,822478.565
"1108221600",25535.159,48.600,837299.848,822453.144
"1108221589",661.547,5.500,837733.148,822483.675
"1108221673",18860.682,74.200,837875.256,822455.800
"1108221670",20317.042,94.400,838710.054,822450.331
"1108221758",186.814,5.300,839416.495,822437.031
"1108221453",1138.092,8.900,839101.287,822543.713
"1108221397",29092.262,29.700,839482.285,822497.269
"1108221409",1135.940,9.500,837989.183,822568.613
"1108221373",90.119,3.900,838415.554,822587.313
"1108221405",247.795,10.000,838843.679,822573.650
"1108221424",27178.486,109.100,838634.543,822550.046
"1108221370",144.312,8.000,838214.785,822588.765
"1108221398",110.009,8.400,838402.611,822581.294
"1108221521",26579.359,109.300,838736.745,822512.676
"1108221518",576.772,10.900,839119.207,822525.233
"1108221485",28876.347,74.900,837221.932,822534.756
"1108221552",4301.896,10.800,839736.839,822492.155
"1108222773",23469.968,52.100,838701.487,822132.404
"1108222785",316.769,7.200,837363.669,822155.976
"1108222857",34375.788,54.600,838746.190,822102.180
"1108221972",13422.054,48.100,837211.070,822345.683
"1108222008",38334.893,97.400,838169.446,822338.889
"1108221996",8677.802,24.000,838366.909,822352.528
"1108221976",4088.869,21.300,838438.956,822364.951
"1108222164",111.991,5.200,841019.219,822302.464
"1108222108",17642.858,68.900,837906.685,822304.183
"1108222070",19597.521,87.200,838257.138,822330.184
"1108222124",136.921,17.800,839500.683,822322.065
"1108222157",24906.749,74.900,837976.459,822288.941
"1108222074",114.498,4.900,839051.517,822333.533
"1108222080",1653.393,26.700,839486.025,822327.569
"1108222198",1577.820,13.700,838303.929,822284.758
"1108222190",38545.113,97.400,838164.167,822274.607
"1108222788",34756.805,18.500,839329.164,822092.754
"1108222781",312.479,7.200,837350.729,822154.610
"1108222189",5163.506,23.800,838254.702,822285.969
"1108222191",17986.556,66.600,837764.830,822280.056
"1108222259",252.385,4.800,839155.162,822274.696
"1108222244",641.513,10.300,838333.277,822280.932
"1108222901",65.294,5.500,839516.492,822122.736
"1108222364",20374.985,74.300,838033.767,822235.243
"1108222303",25327.762,62.300,837507.327,822235.527
"1108222313",12411.329,21.900,838288.411,822242.176
"1108222293",181.450,14.000,838908.189,822274.206
"1108222318",162.140,10.700,839454.127,822267.249
"1108222275",138.544,13.700,838901.170,822278.436
"1108221728",164.047,3.500,837896.803,822443.816
"1108221760",67.212,5.300,838310.369,822439.535
"1108221736",4952.961,18.900,838020.554,822425.558
"1108221763",207.510,4.400,838735.560,822430.525
"1108221735",32494.148,75.000,837220.154,822427.593
"1108222436",665.589,9.300,839199.670,822233.257
"1108222425",283.982,10.500,839091.816,822239.018
"1108222410",150.243,3.900,837648.951,822239.360
"1108222401",25122.507,75.100,837896.037,822223.337
"1108222453",38642.738,97.500,838190.866,822210.103
"1108222460",97.651,8.200,839253.090,822231.321
"1108222532",89.412,4.500,838255.497,822208.232
"1108221718",124.947,3.200,838320.772,822448.903
"1108221796",14949.835,56.600,837386.518,822423.597
"1108222480",2605.031,13.700,839255.797,822202.024
"1108222547",97.946,5.100,837948.582,822205.335
"1108221803",24699.990,74.900,837797.025,822396.665
"1108221805",393.695,7.400,837876.687,822424.909
"1108221806",16517.908,61.300,837494.180,822420.531
"1108221961",16527.404,51.300,837273.943,822368.218
"1108221925",25902.571,74.900,837744.011,822353.544
"1108222589",14378.053,24.700,839495.393,822157.982
"1108222586",12857.965,36.600,838620.947,822176.629
"1108221881",152.195,4.600,838269.188,822397.232
"1108221906",157.446,11.300,838720.344,822392.015
"1108221968",17209.299,54.400,837346.396,822365.929
"1108221915",19696.839,87.700,838256.106,822380.682
"1108221909",18096.086,74.500,837911.047,822381.523
"1108221919",187.634,12.200,838727.591,822387.735
"1108222724",24341.336,56.900,838680.200,822144.120
"1108222677",2217.917,14.500,839110.655,822169.254
"1108222881",371.840,9.600,837312.877,822126.174
"1108221980",19162.457,75.500,837877.699,822361.552
"1108221994",25827.711,75.200,838014.695,822343.439
"1108222006",2640.657,26.000,839485.760,822350.097
"1108221971",3794.936,28.600,839514.857,822364.419
"1108222763",278.493,8.700,837378.364,822159.501
"1108222823",22849.732,50.100,838722.872,822120.653
"1108222955",6041.984,40.800,838525.560,822097.912
"1108222936",286.568,15.600,837382.978,822116.475
"1108222871",17524.417,46.500,838599.549,822109.825
"1108220077",3674.210,9.700,838869.603,823388.967
